"Contr1" "Contr2" "Contr3" "Contr4" "Tox1" "Tox2" "Tox3" "Tox4"
"115" 337.460808919523 541.869922347075 238.855069592059 389.175447264483 359.474018852584 337.729651140845 352.837142598567 402.766208761619
"116" 365.680313790296 397.282601658137 354.483099128139 264.88444424458 348.961043111114 284.933705369425 334.119095879931 269.507039701584
"117" 257.755373869355 231.186112571377 242.492672058087 141.89190110245 210.085483239437 224.631001529441 207.503389856139 234.74783036054
"118" 3929.60694563399 4267.53406500684 3347.11540275888 4520.51614551583 7419.96783948866 6842.14362363348 5293.6586811275 2748.88185661971
"119" 608.428081539624 715.786892030247 570.976946900878 682.268647970862 118.981491220361 498.027002296902 591.934912301878 501.596020694656
"120" 780.789176639082 655.640563478864 817.02710471871 852.324581833188 693.721918154185 752.334400356781 749.946332783001 698.294369555076
"121" 222.984729831692 210.468010911533 233.29651566096 274.108464695073 191.339714603899 290.56878340056 190.05364860271 208.738551048141
"122" 378.645237759831 491.034364280907 453.621836256836 506.734694985725 916.284236421847 487.6768417361 645.788482540698 660.415032267722
"123" 383.57579685304 399.882476272074 342.665210212136 335.101400438798 399.837007635863 572.220170271924 400.115643457279 468.365826424506
"124" 156.344335041682 170.743319139389 149.466184369385 148.761091867281 141.182655057554 148.22228203315 89.2957845283175 167.058861481826
"125" 783.258637925531 644.288731420016 1004.95812697371 1290.18631366268 678.135806243171 776.031124690342 563.834270743516 873.822941490883
"126" 1465.40501543031 1035.1050018625 957.259122092903 832.04192963305 779.378540861562 691.126608874003 695.614226293319 651.145425546007
"127" 694.754260668572 804.881959794197 869.502849185822 716.925409654498 635.074863316379 592.686165114804 664.479370163093 432.181077254582
"128" 318.94228578601 329.748598456774 389.085377229166 205.323574813679 289.810843853503 379.140617061985 316.578488319244 370.992087562413
"129" 479.79299898148 632.649694240882 585.855107270416 729.052979245821 795.49041380061 800.273364742696 802.686655896317 1038.04490731224
"130" 479.298173572999 550.135307161833 421.711584047398 391.367257266515 439.045514942105 240.454214298192 626.349832891272 434.903843400091
"131" 416.314879494937 484.197047986576 377.894715398151 496.761391779049 600.681283528576 718.851353170156 375.633760557595 385.133250843861
"132" 436.771405477241 302.598928886594 445.410126546996 381.077670026522 606.467467185495 700.144805455788 517.957036399124 661.90130547628
"133" 1295.742297291 673.67461029809 713.927772616823 1111.07603255041 897.351343522462 268.102494018748 1187.18782724129 417.923289472295
"134" 1945.26125355084 1082.71869612117 1859.22461697805 1907.14250730244 2659.54340999325 2383.56412521201 4336.40945285913 4494.58935274675
"135" 2432.95960333476 2057.1096758787 2795.04743226821 2278.92977621162 1275.8539427825 557.332589269646 1191.45634477404 1316.49645872513
"136" 397.607244859452 390.121324561497 259.497930067859 169.754992151689 544.253943433952 626.873971864362 578.761831142308 528.917671930182
"137" 522.311133528071 338.68581401316 451.951831397458 219.282236035374 301.118960310291 450.87250216718 334.758176907716 352.0561986189
"138" 252.187445730764 218.201965942715 349.641725661346 208.435926199583 290.994135763149 296.020291022786 231.143533063459 253.186778129464
"139" 409.498726228126 777.414245351656 601.207611823802 686.792664108533 610.826306805209 550.23759055394 468.278813928616 638.889895971422
"140" 13264.4517488114 13999.6783623112 10106.752316777 8466.86571885983 73216.2063278816 7715.84152739127 14299.9996028959 15349.9805784554
"141" 273.090569637595 268.196332377937 275.843145705552 263.138272267706 260.36119559784 241.560265109706 253.888555622591 218.546811877088
"142" 521.75633114311 630.736117288823 459.951148208023 675.128352561911 616.69197488326 1036.07811370518 685.220873647447 642.229598793802
"143" 247.402387555031 230.938870818939 265.245157904969 313.769405399591 204.479055601056 261.959700516303 279.253740629288 260.993443440319
"144" 240.421888041186 236.226774908203 234.37982219488 247.925239645417 299.336295569072 234.153116264564 247.462498064466 307.020326054918
"145" 591.902801206359 801.365630105444 736.737419488793 646.820658660233 541.089082798508 596.832155026375 661.477086178973 783.527520134914
"146" 211.134949805625 282.016030848428 294.999909638156 220.207782155392 190.300391664919 268.823485172696 293.757416230247 280.911679327996
"147" 1139.20740872964 1372.32313496232 799.84687807179 1063.83930129378 1021.27395386605 1245.11000260338 1147.03982907558 1370.72790994928
"148" 257.403762200624 278.259328913022 250.173239363574 263.167522542568 97.0257275296023 191.091164153035 250.565262257815 198.378343692913
"149" 291.598042370448 224.764484852901 250.342801685234 261.207583437284 261.77973097492 123.374380138647 194.877430923092 183.860595989476
"150" 406.579113119807 484.863246684775 445.970628913643 404.275147176584 367.018850433107 367.126158743376 378.806409596637 429.58079735328
"151" 621.934462535705 691.226677941952 568.597418334056 679.871725499956 905.052822551359 715.171627756522 1320.63721830862 975.963833989483
"152" 652.997523670877 709.80091995835 534.505796455521 536.558023741022 350.906780548805 475.301058396561 429.881493917172 576.613171469127
"153" 518.511548247789 521.342528595138 351.496492771382 524.602136306593 455.682817639282 362.45801925534 343.010700853305 412.45120145025
"154" 237.928558804701 229.498068736785 163.376458954204 164.877644255058 245.76264862627 249.08818459795 202.804207879865 218.26734042421
"155" 527.29193018668 485.407725153013 434.685386323039 519.339310947816 422.447967870474 448.992365426789 519.221715310348 368.122312152174
"156" 562.674439231796 440.856708269473 411.932512451369 387.112475316467 536.565862422347 420.779228615208 372.507582959656 516.278801382279
"157" 362.446005405731 424.14077057474 411.944728454317 408.8592213296 456.184684611327 425.222660743863 456.565477368894 446.216407461232
"158" 832.347754565061 847.611090718067 762.450918038697 641.659315365512 1152.00917210637 1128.32966164606 868.172195040444 1048.46475141803
"159" 2959.50120743117 2422.00943059278 10971.1681118915 2187.34498646936 1973.32647505245 1663.08213113351 3725.98669957022 2522.75909873311
"160" 308.630506073971 398.325232628396 524.005812030243 444.972278346096 715.50298381646 254.757357018404 409.863475793334 436.10602552648
"161" 314.14150749166 276.407543474197 253.388232168305 268.437091698139 269.205391638833 293.396883947389 301.533727843117 291.051516385547
"162" 3240.949842715 2978.41777093616 2983.3843548472 3298.062614108 2703.26540081039 1754.76012668395 1908.45010525062 3003.78779921934
"163" 300.712551780772 172.175036168877 215.776099646756 254.098314949093 386.704173532281 258.497211350987 376.579847149896 100.099771683452
"164" 1201.82373274521 1329.2126156746 640.071436221678 1081.51465362886 945.481028422873 932.000728166053 1185.33232499246 977.837737245835
"165" 274.2710034546 277.435103151694 279.559328936688 220.337070861557 217.642466747292 211.244982994609 234.800739766802 235.4905565288
"166" 2936.898473498 5979.24201813179 2810.56848420541 2630.19181163848 3839.96392295106 2375.9045722961 464.108934174899 2398.50515940701
"167" 439.459032140021 667.907847031052 387.166713411872 1223.71126809101 449.763387580333 342.544267979175 341.453132517342 466.116460358105
"168" 269.819574105402 286.449692787037 296.090058890684 257.819122446903 538.613563004057 486.22164047723 364.485945947923 392.156547416307
"169" 302.919412361466 443.957749608929 364.206189357411 369.648487881298 436.570582951986 514.681816772028 426.964872791993 459.907138233398
"170" 251.599102588274 281.536785570843 235.845036844623 245.170771432205 206.514812731379 183.430772304627 210.193857647314 165.104084192835
"171" 540.46564281848 537.645294104639 478.103714846729 568.111635219051 557.572544442654 654.73662440643 769.027789405784 1337.43423321392
"172" 309.515670237431 285.350450864173 233.908561066809 214.449070730003 319.676715850088 311.311660497211 231.223543586025 262.044621958899
"173" 276.808023819962 254.041621931624 297.508724749609 274.47383648433 300.769146837716 362.616976352998 283.203895178778 338.567202255898
"174" 743.447932205676 905.469270198387 1332.2001668925 765.884039482636 1144.01897600719 867.362903522795 1049.43990066701 1019.9647526531
"175" 596.175578215127 454.968728063729 531.649309917756 622.859394979049 345.710483320878 383.529291354362 417.460210041568 407.210682720214
"176" 472.872951971381 540.210657304846 445.387478292247 355.113806881613 507.223794579721 524.157155571788 376.934232707435 650.245970585517
"177" 448.141010421947 421.443687477769 571.26374921865 219.606772046616 705.977882801337 573.306046289274 723.21004804156 762.821625035216
"178" 409.122333398524 336.73456235534 295.344245032339 313.726047705666 401.372549065271 222.384806681784 393.052091433938 338.184449289995
"179" 241.059000945618 331.35462390539 198.267646556044 297.764936139214 238.3240458247 114.638797941501 213.043241400211 432.574992817358
"180" 353.491694148703 463.97794178308 287.361704264288 313.113108061324 406.264748405316 346.103172865634 309.471141256398 324.848300182919
"181" 420.033019034635 387.752699310201 561.618421337105 465.517313090244 528.730540789673 78.0935111555472 490.844819103732 568.429402733731
"182" 209.701359803354 341.371415894345 235.35245695736 361.214805223592 354.922187821675 304.248359962489 350.64250052525 308.463622146525
"183" 184.280501376087 210.636166811902 209.496642224575 191.38668507503 224.919013299053 200.481291834301 185.097443566947 191.841933865559
"184" 235.527515605628 190.598131515931 220.331586426618 310.362916743325 219.032106353916 263.250169101825 214.000114909445 279.486273714497
"185" 458.284761063595 312.073704734515 395.218645563157 380.604486292775 348.728166764638 412.990961674841 471.752218858234 301.597251480024
"186" 261.735993085708 275.534069672335 336.629269704158 230.093790021145 250.865423960277 224.654084974782 280.060094669685 151.110387153925
"187" 228.544298554511 234.122333368951 306.637001682591 247.500679526088 339.718787055548 240.029121171619 338.225691806541 193.612544266205
"188" 3500.4089570838 4424.97667758044 3213.29967903987 2868.14310011439 1328.12067553172 2572.59621590114 2750.02146857191 3938.66552549233
"189" 187.04479606691 181.94407256648 178.084192197728 216.963871412953 209.832307417125 167.721852556256 15.6574505442085 194.940670812403
"190" 1281.85947261811 1144.79710773519 1000.39744804268 766.514191740235 660.028188001029 644.326807930198 622.09297946492 654.746169634395
"191" 701.742533094903 697.230214085228 556.67101786808 506.82808549336 1738.26666738503 1323.83072185414 449.001274207702 806.429648005191
"192" 265.304288229565 254.833219669522 291.68479389014 223.237228866344 189.137565079991 213.914200684717 222.246630525357 252.217226079831
"193" 219.75451581806 491.539289777366 349.42295949347 330.894304973262 349.030715956887 302.037202924132 317.800580705522 279.381342252841
"194" 990.520866484572 1145.80285037242 973.500107016448 1059.46250712527 1333.69093853875 1126.65570961114 1350.20580808235 1480.38844611355
"195" 589.112026617752 404.430679631455 206.674082922852 322.970044382333 395.573278346729 265.808420788744 481.196043976533 268.275593111689
"196" 451.347187938602 666.006823183208 181.739392582355 5222.34886097624 263.201369460077 258.641357340361 167.271444990338 206.765675089825
"197" 310.755179987656 456.562387375548 379.968325725193 219.921326416669 304.855911436739 307.305077772624 278.53218397615 279.468043084882
"198" 1792.35818931468 1761.29432103246 1691.9281993487 1541.7840635279 1427.32279192632 3167.79285401471 1293.91184198942 1693.51432078364
"199" 191.010243124486 179.113720841768 138.898591531514 109.74180152178 206.028780622299 221.883203457407 264.541641505469 208.48154547088
"200" 1605.77559639161 2105.35703907414 3907.74286038735 4627.60195679089 2617.45332122663 3159.4683887379 4650.85068958582 2761.13682391268
"201" 246.631238934607 361.257088607242 131.58484184128 162.198162966758 199.599749334103 231.485801015767 221.439228047636 257.606795308845
"202" 317.074400972022 552.925604554034 391.719863255137 340.522476455013 277.582421184367 354.595606271217 258.2784082274 293.032006173686
"203" 223.59089228584 287.603737605684 294.69203395157 288.992965181871 335.853963840393 306.991971491618 289.740039329988 306.630369173071
"204" 1040.63877693235 1319.57614886982 1178.79724554672 1331.72872534571 1343.84693980775 1327.89215946257 1106.51633752743 1176.28598009735
"205" 404.750247417484 405.667538379223 443.099551509312 548.89515343595 279.286952889097 318.88047395103 387.747273546288 351.747163674523
"206" 974.386823855102 262.500110824939 307.597391328165 356.118922888239 334.890557746689 340.224273811024 336.338943816802 296.28066621254
"207" 661.974397118073 760.578076612558 690.968124344017 448.329706805873 648.28639852121 716.75690442207 581.642694647047 545.454866199281
"208" 496.094250861528 293.84555294874 475.207099534619 403.409888495831 333.669936291854 398.242993386319 371.321236164118 417.169045546961
"209" 311.297312401196 446.216051502832 312.109538772637 532.88844003224 244.078067616433 232.314052611442 312.91017538567 224.946404868583
"210" 969.366195614134 439.574953225637 614.183444369594 840.174208244168 400.924376448316 396.680078440697 379.616414285283 359.965994249807
"211" 1580.69698779338 1227.07366016171 1747.16665259913 1415.32513238933 1448.68486401008 1410.9454500131 878.661166736942 1254.77944176408
"212" 464.93132967167 456.89181228506 367.599848300079 368.660454840397 409.122915921338 342.815093981053 326.344435885654 381.946609821137
"213" 189.632819837976 244.95078496129 275.196780242231 220.410032701283 387.41057631645 314.953447115665 326.420741385515 183.068530470021
"214" 1610.80458741954 1721.23410860358 2014.3844903388 1650.38716992237 597.072689330637 732.357371411508 892.319462419466 924.869211319715
"215" 385.402333296418 414.582985946823 370.882928960268 198.86244983456 289.297240843594 298.328978132667 271.150987599816 309.704829805584
"216" 341.81855268903 400.883030840455 536.456651092932 411.287656198997 378.544690577272 388.144657235633 387.035037207907 425.684771354566
"217" 1348.95670021835 563.946786824837 359.520639543651 344.712032950174 334.11852693388 487.20769112309 329.628868094058 341.662674466051
"218" 1463.31059449108 1388.41023422948 1771.68966651179 1690.56811184756 875.184009686902 1215.54769475502 1100.19631156754 902.32292698252
"219" 414.261902387619 390.083770629703 471.664989798286 548.130695522873 644.207656648262 587.869032782067 583.746163605528 446.069475128385
"220" 405.331925752316 519.955537995242 448.750332860137 538.535009254992 663.957318435246 771.575444481338 865.05452936282 782.63587573856
"221" 195.620313353638 174.093790494262 206.028053638201 152.884884181805 272.552237753444 188.36760136564 155.776758766581 210.79385522277
"222" 1950.14852212024 1777.06997706626 2643.57083846611 2061.6429202395 2438.58780345225 2115.47547918167 1953.80748908348 2022.80329062107
"223" 1273.93052569832 934.067364469209 1109.82738755869 1203.69696123879 1355.87259123871 7510.72172910124 1732.03964601958 1645.74565310648
"224" 202.269490441432 194.562008478834 183.842404940086 207.943794201725 217.020120869145 195.877041197106 186.671332940569 205.758209554884
